Date,Machine,Shift,Units_Produced,Defects,Downtime_Min,Yield
2025-06-09 14:00:00,M03,Day,180,1,49,99.44444444444444
2025-06-09 15:00:00,M04,Day,79,4,22,94.9367088607595
2025-06-09 16:00:00,M01,Night,186,5,57,97.31182795698925
2025-06-09 17:00:00,M04,Day,179,6,55,96.64804469273743
2025-06-09 18:00:00,M03,Night,111,2,23,98.1981981981982
2025-06-09 19:00:00,M03,Night,52,3,28,94.23076923076923
2025-06-09 20:00:00,M04,Night,117,7,47,94.01709401709401
2025-06-09 21:00:00,M01,Day,74,3,46,95.94594594594594
2025-06-09 22:00:00,M02,Night,190,6,7,96.84210526315789
2025-06-09 23:00:00,M03,Night,93,5,25,94.6236559139785
2025-06-10 00:00:00,M01,Day,104,6,14,94.23076923076923
2025-06-10 01:00:00,M01,Day,186,0,56,100.0
2025-06-10 02:00:00,M02,Night,179,2,0,98.88268156424581
2025-06-10 03:00:00,M03,Night,90,5,27,94.44444444444444
2025-06-10 04:00:00,M03,Day,113,2,48,98.23008849557522
2025-06-10 05:00:00,M01,Day,80,6,46,92.5
2025-06-10 06:00:00,M01,Day,96,8,45,91.66666666666666
2025-06-10 07:00:00,M02,Night,179,2,13,98.88268156424581
2025-06-10 08:00:00,M02,Day,145,0,41,100.0
2025-06-10 09:00:00,M03,Day,126,9,33,92.85714285714286
2025-06-10 10:00:00,M04,Day,159,5,58,96.85534591194968
2025-06-10 11:00:00,M03,Night,118,0,30,100.0
2025-06-10 12:00:00,M01,Day,107,0,5,100.0
2025-06-10 13:00:00,M03,Day,155,7,48,95.48387096774194
2025-06-10 14:00:00,M04,Day,93,8,4,91.39784946236558
2025-06-10 15:00:00,M02,Day,123,1,30,99.1869918699187
2025-06-10 16:00:00,M04,Day,105,8,36,92.38095238095238
2025-06-10 17:00:00,M04,Night,176,4,14,97.72727272727273
2025-06-10 18:00:00,M04,Night,79,7,14,91.13924050632912
2025-06-10 19:00:00,M02,Night,120,6,51,95.0
2025-06-10 20:00:00,M04,Day,167,6,42,96.40718562874252
2025-06-10 21:00:00,M04,Night,104,3,4,97.11538461538461
2025-06-10 22:00:00,M04,Night,116,1,27,99.13793103448276
2025-06-10 23:00:00,M01,Night,190,4,32,97.89473684210527
2025-06-11 00:00:00,M04,Day,52,2,10,96.15384615384616
2025-06-11 01:00:00,M02,Day,75,8,42,89.33333333333333
2025-06-11 02:00:00,M04,Night,106,5,5,95.28301886792453
2025-06-11 03:00:00,M04,Night,175,0,22,100.0
2025-06-11 04:00:00,M02,Day,102,2,39,98.0392156862745
2025-06-11 05:00:00,M04,Day,92,3,1,96.73913043478261
2025-06-11 06:00:00,M02,Night,98,8,14,91.83673469387756
2025-06-11 07:00:00,M04,Day,91,5,22,94.5054945054945
2025-06-11 08:00:00,M02,Night,60,3,21,95.0
2025-06-11 09:00:00,M04,Day,152,0,8,100.0
2025-06-11 10:00:00,M04,Night,147,7,46,95.23809523809523
2025-06-11 11:00:00,M01,Night,195,1,39,99.48717948717949
2025-06-11 12:00:00,M01,Day,134,7,29,94.77611940298507
2025-06-11 13:00:00,M04,Night,149,5,15,96.64429530201343
2025-06-11 14:00:00,M04,Night,153,7,58,95.42483660130719
2025-06-11 15:00:00,M03,Night,95,5,45,94.73684210526315
2025-06-11 16:00:00,M02,Day,93,4,46,95.6989247311828
2025-06-11 17:00:00,M03,Day,71,4,51,94.36619718309859
2025-06-11 18:00:00,M01,Day,163,9,29,94.47852760736197
2025-06-11 19:00:00,M01,Night,174,9,44,94.82758620689656
2025-06-11 20:00:00,M01,Day,173,7,8,95.95375722543352
2025-06-11 21:00:00,M01,Night,79,6,0,92.40506329113924
2025-06-11 22:00:00,M04,Night,57,7,58,87.71929824561403
2025-06-11 23:00:00,M01,Day,147,7,37,95.23809523809523
2025-06-12 00:00:00,M04,Day,106,6,7,94.33962264150944
2025-06-12 01:00:00,M04,Night,160,1,58,99.375
2025-06-12 02:00:00,M01,Night,122,8,58,93.44262295081968
2025-06-12 03:00:00,M01,Day,164,6,51,96.34146341463415
2025-06-12 04:00:00,M02,Day,69,5,17,92.7536231884058
2025-06-12 05:00:00,M03,Day,74,8,26,89.1891891891892
2025-06-12 06:00:00,M01,Night,68,0,17,100.0
2025-06-12 07:00:00,M02,Night,54,1,31,98.14814814814815
2025-06-12 08:00:00,M02,Night,124,0,57,100.0
2025-06-12 09:00:00,M03,Night,177,9,48,94.91525423728814
2025-06-12 10:00:00,M04,Night,121,2,31,98.34710743801654
2025-06-12 11:00:00,M01,Day,89,4,52,95.50561797752809
2025-06-12 12:00:00,M03,Day,75,0,47,100.0
2025-06-12 13:00:00,M01,Night,76,3,44,96.05263157894737
2025-06-12 14:00:00,M02,Night,132,7,53,94.6969696969697
2025-06-12 15:00:00,M02,Day,177,5,35,97.17514124293785
2025-06-12 16:00:00,M04,Day,82,0,35,100.0
2025-06-12 17:00:00,M02,Day,146,0,20,100.0
2025-06-12 18:00:00,M02,Day,160,2,45,98.75
2025-06-12 19:00:00,M03,Night,65,9,31,86.15384615384616
2025-06-12 20:00:00,M01,Day,72,7,30,90.27777777777779
2025-06-12 21:00:00,M01,Night,184,7,36,96.19565217391305
2025-06-12 22:00:00,M03,Day,75,2,15,97.33333333333334
2025-06-12 23:00:00,M04,Day,145,6,45,95.86206896551724
2025-06-13 00:00:00,M01,Day,61,2,45,96.72131147540983
2025-06-13 01:00:00,M02,Night,121,3,13,97.52066115702479
2025-06-13 02:00:00,M01,Night,182,8,56,95.6043956043956
2025-06-13 03:00:00,M02,Day,155,3,23,98.06451612903226
2025-06-13 04:00:00,M04,Night,166,2,24,98.79518072289156
2025-06-13 05:00:00,M03,Night,75,4,45,94.66666666666667
2025-06-13 06:00:00,M01,Day,182,6,50,96.7032967032967
2025-06-13 07:00:00,M03,Day,71,4,34,94.36619718309859
2025-06-13 08:00:00,M01,Night,62,3,16,95.16129032258065
2025-06-13 09:00:00,M02,Night,156,7,45,95.51282051282051
2025-06-13 10:00:00,M03,Night,72,3,41,95.83333333333334
2025-06-13 11:00:00,M01,Day,146,1,44,99.31506849315068
2025-06-13 12:00:00,M02,Day,67,9,53,86.56716417910447
2025-06-13 13:00:00,M03,Night,166,5,3,96.98795180722891
2025-06-13 14:00:00,M03,Day,79,1,10,98.73417721518987
2025-06-13 15:00:00,M01,Day,75,2,46,97.33333333333334
2025-06-13 16:00:00,M01,Night,193,0,14,100.0
2025-06-13 17:00:00,M01,Night,88,4,29,95.45454545454545
2025-06-13 18:00:00,M02,Day,179,8,23,95.53072625698324
2025-06-13 19:00:00,M01,Day,162,1,1,99.38271604938271
2025-06-13 20:00:00,M03,Night,183,6,42,96.72131147540983
2025-06-13 21:00:00,M03,Day,95,4,33,95.78947368421052
2025-06-13 22:00:00,M01,Day,99,1,22,98.98989898989899
2025-06-13 23:00:00,M01,Night,155,7,30,95.48387096774194
2025-06-14 00:00:00,M04,Night,195,5,36,97.43589743589743
2025-06-14 01:00:00,M03,Day,121,3,12,97.52066115702479
2025-06-14 02:00:00,M02,Day,123,3,32,97.5609756097561
2025-06-14 03:00:00,M04,Day,66,1,6,98.48484848484848
2025-06-14 04:00:00,M01,Night,119,2,31,98.31932773109243
2025-06-14 05:00:00,M01,Day,199,6,6,96.98492462311557
2025-06-14 06:00:00,M03,Day,55,2,41,96.36363636363636
2025-06-14 07:00:00,M01,Night,75,4,37,94.66666666666667
2025-06-14 08:00:00,M02,Night,189,9,51,95.23809523809523
2025-06-14 09:00:00,M03,Day,148,5,43,96.62162162162163
2025-06-14 10:00:00,M01,Night,191,5,12,97.38219895287958
2025-06-14 11:00:00,M03,Night,71,3,23,95.77464788732394
2025-06-14 12:00:00,M01,Day,100,5,27,95.0
2025-06-14 13:00:00,M01,Night,153,2,31,98.69281045751634
2025-06-14 14:00:00,M01,Night,138,6,42,95.65217391304348
2025-06-14 15:00:00,M02,Day,190,6,17,96.84210526315789
2025-06-14 16:00:00,M02,Night,187,3,33,98.3957219251337
2025-06-14 17:00:00,M03,Day,58,1,47,98.27586206896551
2025-06-14 18:00:00,M01,Day,128,6,33,95.3125
2025-06-14 19:00:00,M01,Night,101,2,50,98.01980198019803
2025-06-14 20:00:00,M02,Night,179,0,37,100.0
2025-06-14 21:00:00,M01,Night,62,1,0,98.38709677419355
2025-06-14 22:00:00,M02,Day,100,9,42,91.0
2025-06-14 23:00:00,M01,Night,83,8,49,90.36144578313254
2025-06-15 00:00:00,M03,Day,84,7,41,91.66666666666666
2025-06-15 01:00:00,M01,Night,180,5,30,97.22222222222221
2025-06-15 02:00:00,M01,Night,169,5,49,97.0414201183432
2025-06-15 03:00:00,M04,Night,119,0,59,100.0
2025-06-15 04:00:00,M02,Day,196,1,0,99.48979591836735
2025-06-15 05:00:00,M01,Night,116,3,50,97.41379310344827
2025-06-15 06:00:00,M01,Night,152,2,15,98.68421052631578
2025-06-15 07:00:00,M04,Day,122,0,57,100.0
2025-06-15 08:00:00,M04,Day,165,7,38,95.75757575757575
2025-06-15 09:00:00,M02,Night,182,6,14,96.7032967032967
2025-06-15 10:00:00,M04,Night,116,3,32,97.41379310344827
2025-06-15 11:00:00,M03,Night,188,8,22,95.74468085106383
2025-06-15 12:00:00,M04,Day,170,3,52,98.23529411764706
2025-06-15 13:00:00,M03,Day,143,0,40,100.0
2025-06-15 14:00:00,M02,Day,178,9,33,94.9438202247191
2025-06-15 15:00:00,M02,Day,140,0,16,100.0
2025-06-15 16:00:00,M02,Night,141,0,24,100.0
2025-06-15 17:00:00,M02,Day,112,0,55,100.0
2025-06-15 18:00:00,M02,Day,78,3,41,96.15384615384616
2025-06-15 19:00:00,M03,Day,61,0,5,100.0
2025-06-15 20:00:00,M03,Night,126,1,30,99.20634920634922
2025-06-15 21:00:00,M02,Night,90,3,4,96.66666666666667
2025-06-15 22:00:00,M04,Day,179,6,39,96.64804469273743
2025-06-15 23:00:00,M01,Day,86,1,39,98.83720930232558
2025-06-16 00:00:00,M02,Night,73,7,29,90.41095890410958
2025-06-16 01:00:00,M04,Night,148,6,4,95.94594594594594
2025-06-16 02:00:00,M01,Night,199,8,11,95.97989949748744
2025-06-16 03:00:00,M02,Night,149,5,6,96.64429530201343
2025-06-16 04:00:00,M02,Night,188,3,44,98.40425531914893
2025-06-16 05:00:00,M03,Night,107,5,12,95.32710280373831
2025-06-16 06:00:00,M01,Night,78,3,48,96.15384615384616
2025-06-16 07:00:00,M01,Night,192,6,3,96.875
2025-06-16 08:00:00,M04,Day,109,8,49,92.66055045871559
2025-06-16 09:00:00,M03,Day,144,2,41,98.61111111111111
2025-06-16 10:00:00,M03,Day,91,2,2,97.8021978021978
2025-06-16 11:00:00,M03,Day,92,1,11,98.91304347826086
2025-06-16 12:00:00,M03,Day,123,0,0,100.0
2025-06-16 13:00:00,M01,Day,113,0,26,100.0
2025-06-16 14:00:00,M01,Night,51,2,42,96.07843137254902
2025-06-16 15:00:00,M02,Night,115,6,49,94.78260869565217
2025-06-16 16:00:00,M02,Day,80,8,12,90.0
2025-06-16 17:00:00,M03,Day,164,1,16,99.39024390243902
2025-06-16 18:00:00,M03,Night,75,6,7,92.0
2025-06-16 19:00:00,M03,Night,78,0,31,100.0
2025-06-16 20:00:00,M02,Night,127,1,19,99.21259842519686
2025-06-16 21:00:00,M04,Day,74,5,50,93.24324324324324
2025-06-16 22:00:00,M04,Night,97,4,16,95.87628865979381
2025-06-16 23:00:00,M02,Day,114,7,33,93.85964912280701
2025-06-17 00:00:00,M02,Day,116,1,34,99.13793103448276
2025-06-17 01:00:00,M02,Night,139,0,34,100.0
2025-06-17 02:00:00,M02,Night,195,6,37,96.92307692307692
2025-06-17 03:00:00,M02,Day,186,5,41,97.31182795698925
2025-06-17 04:00:00,M02,Night,87,7,23,91.95402298850574
2025-06-17 05:00:00,M03,Night,136,7,53,94.85294117647058
2025-06-17 06:00:00,M03,Day,198,1,17,99.4949494949495
2025-06-17 07:00:00,M03,Night,114,7,49,93.85964912280701
2025-06-17 08:00:00,M03,Day,198,5,45,97.47474747474747
2025-06-17 09:00:00,M02,Day,76,8,47,89.47368421052632
2025-06-17 10:00:00,M04,Night,155,6,38,96.12903225806451
2025-06-17 11:00:00,M01,Day,172,1,32,99.4186046511628
2025-06-17 12:00:00,M02,Day,93,7,48,92.47311827956989
2025-06-17 13:00:00,M01,Night,149,8,22,94.63087248322147
2025-06-17 14:00:00,M04,Night,77,6,24,92.20779220779221
2025-06-17 15:00:00,M03,Night,66,3,36,95.45454545454545
2025-06-17 16:00:00,M04,Day,176,8,26,95.45454545454545
2025-06-17 17:00:00,M02,Day,172,3,0,98.25581395348837
2025-06-17 18:00:00,M03,Night,180,3,20,98.33333333333333
2025-06-17 19:00:00,M02,Day,125,8,58,93.60000000000001
2025-06-17 20:00:00,M03,Night,95,7,48,92.63157894736842
2025-06-17 21:00:00,M01,Night,118,3,9,97.45762711864407
2025-06-17 22:00:00,M01,Day,186,7,30,96.23655913978494
2025-06-17 23:00:00,M01,Night,134,7,43,94.77611940298507
2025-06-18 00:00:00,M04,Day,60,6,24,90.0
2025-06-18 01:00:00,M02,Day,118,9,19,92.37288135593221
2025-06-18 02:00:00,M04,Night,148,5,56,96.62162162162163
2025-06-18 03:00:00,M01,Day,140,7,1,95.0
2025-06-18 04:00:00,M02,Night,143,6,54,95.8041958041958
2025-06-18 05:00:00,M01,Day,164,4,47,97.5609756097561
2025-06-18 06:00:00,M04,Day,80,3,14,96.25
2025-06-18 07:00:00,M04,Day,60,1,27,98.33333333333333
2025-06-18 08:00:00,M04,Night,136,7,12,94.85294117647058
2025-06-18 09:00:00,M01,Day,170,8,49,95.29411764705881
2025-06-18 10:00:00,M02,Night,179,3,59,98.32402234636871
2025-06-18 11:00:00,M02,Day,154,3,51,98.05194805194806
2025-06-18 12:00:00,M01,Day,76,4,53,94.73684210526315
2025-06-18 13:00:00,M02,Night,51,1,13,98.0392156862745
2025-06-18 14:00:00,M01,Night,152,6,49,96.05263157894737
2025-06-18 15:00:00,M02,Night,150,4,1,97.33333333333334
2025-06-18 16:00:00,M03,Night,70,5,33,92.85714285714286
2025-06-18 17:00:00,M03,Night,107,3,34,97.19626168224299
2025-06-18 18:00:00,M04,Day,182,7,36,96.15384615384616
2025-06-18 19:00:00,M03,Day,134,7,24,94.77611940298507
2025-06-18 20:00:00,M03,Night,142,4,47,97.1830985915493
2025-06-18 21:00:00,M03,Day,69,5,53,92.7536231884058
2025-06-18 22:00:00,M01,Day,110,2,14,98.18181818181819
2025-06-18 23:00:00,M03,Day,87,0,11,100.0
2025-06-19 00:00:00,M03,Night,197,8,8,95.93908629441624
2025-06-19 01:00:00,M04,Day,74,8,57,89.1891891891892
2025-06-19 02:00:00,M03,Day,179,2,30,98.88268156424581
2025-06-19 03:00:00,M03,Day,170,3,13,98.23529411764706
2025-06-19 04:00:00,M02,Night,75,6,28,92.0
2025-06-19 05:00:00,M04,Day,116,1,52,99.13793103448276
2025-06-19 06:00:00,M04,Day,50,2,47,96.0
2025-06-19 07:00:00,M04,Night,100,5,42,95.0
2025-06-19 08:00:00,M04,Night,54,7,37,87.03703703703704
2025-06-19 09:00:00,M04,Day,62,0,41,100.0
2025-06-19 10:00:00,M04,Day,196,3,59,98.46938775510205
2025-06-19 11:00:00,M01,Night,189,0,7,100.0
2025-06-19 12:00:00,M03,Night,97,1,47,98.96907216494846
2025-06-19 13:00:00,M04,Night,106,7,2,93.39622641509435
2025-06-19 14:00:00,M03,Night,164,5,1,96.95121951219512
2025-06-19 15:00:00,M03,Night,84,8,15,90.47619047619048
2025-06-19 16:00:00,M01,Night,125,1,18,99.2
2025-06-19 17:00:00,M04,Night,143,2,29,98.6013986013986
2025-06-19 18:00:00,M02,Day,54,8,40,85.18518518518519
2025-06-19 19:00:00,M01,Night,71,8,15,88.73239436619718
2025-06-19 20:00:00,M02,Night,152,5,30,96.71052631578947
2025-06-19 21:00:00,M03,Day,180,2,53,98.88888888888889
2025-06-19 22:00:00,M03,Night,173,4,57,97.6878612716763
2025-06-19 23:00:00,M01,Night,102,1,27,99.01960784313727
2025-06-20 00:00:00,M01,Day,118,6,3,94.91525423728814
2025-06-20 01:00:00,M02,Night,153,9,9,94.11764705882352
2025-06-20 02:00:00,M04,Day,65,7,50,89.23076923076924
2025-06-20 03:00:00,M02,Day,165,5,44,96.96969696969697
2025-06-20 04:00:00,M01,Day,125,7,17,94.39999999999999
2025-06-20 05:00:00,M02,Day,158,1,46,99.36708860759494
2025-06-20 06:00:00,M01,Night,88,2,31,97.72727272727273
2025-06-20 07:00:00,M02,Day,138,6,29,95.65217391304348
2025-06-20 08:00:00,M01,Day,161,9,35,94.40993788819875
2025-06-20 09:00:00,M01,Night,96,0,8,100.0
2025-06-20 10:00:00,M01,Day,186,6,35,96.7741935483871
2025-06-20 11:00:00,M04,Day,177,5,28,97.17514124293785
2025-06-20 12:00:00,M02,Day,126,7,15,94.44444444444444
2025-06-20 13:00:00,M02,Day,64,6,27,90.625
2025-06-20 14:00:00,M02,Night,85,3,20,96.47058823529412
2025-06-20 15:00:00,M01,Day,112,2,46,98.21428571428571
2025-06-20 16:00:00,M02,Night,118,2,55,98.30508474576271
2025-06-20 17:00:00,M02,Night,123,3,1,97.5609756097561
2025-06-20 18:00:00,M01,Day,73,8,59,89.04109589041096
2025-06-20 19:00:00,M03,Day,98,8,58,91.83673469387756
2025-06-20 20:00:00,M01,Day,195,1,45,99.48717948717949
2025-06-20 21:00:00,M02,Day,56,4,34,92.85714285714286
2025-06-20 22:00:00,M01,Night,53,0,53,100.0
2025-06-20 23:00:00,M03,Night,139,3,27,97.84172661870504
2025-06-21 00:00:00,M01,Night,109,1,54,99.08256880733946
2025-06-21 01:00:00,M02,Day,104,7,35,93.26923076923077
2025-06-21 02:00:00,M03,Night,65,3,30,95.38461538461539
2025-06-21 03:00:00,M04,Day,78,4,32,94.87179487179486
2025-06-21 04:00:00,M02,Day,63,3,22,95.23809523809523
2025-06-21 05:00:00,M03,Day,128,4,59,96.875
2025-06-21 06:00:00,M03,Day,82,4,40,95.1219512195122
2025-06-21 07:00:00,M04,Day,70,4,16,94.28571428571428
2025-06-21 08:00:00,M01,Night,194,2,45,98.96907216494846
2025-06-21 09:00:00,M01,Night,72,6,48,91.66666666666666
2025-06-21 10:00:00,M02,Day,106,2,0,98.11320754716981
2025-06-21 11:00:00,M04,Night,191,1,41,99.47643979057592
2025-06-21 12:00:00,M01,Day,142,2,22,98.59154929577466
2025-06-21 13:00:00,M04,Day,69,2,47,97.10144927536231
2025-06-21 14:00:00,M01,Day,68,7,26,89.70588235294117
2025-06-21 15:00:00,M03,Night,152,3,24,98.02631578947368
2025-06-21 16:00:00,M01,Day,126,2,31,98.4126984126984
2025-06-21 17:00:00,M04,Day,82,9,18,89.02439024390245
2025-06-21 18:00:00,M03,Night,67,4,23,94.02985074626866
2025-06-21 19:00:00,M03,Night,122,3,56,97.54098360655738
2025-06-21 20:00:00,M03,Night,66,8,2,87.87878787878788
2025-06-21 21:00:00,M04,Day,68,7,59,89.70588235294117
2025-06-21 22:00:00,M02,Day,119,6,11,94.9579831932773
2025-06-21 23:00:00,M02,Night,169,7,34,95.85798816568047
2025-06-22 00:00:00,M02,Day,150,4,14,97.33333333333334
2025-06-22 01:00:00,M04,Night,83,3,16,96.3855421686747
2025-06-22 02:00:00,M03,Night,133,6,49,95.48872180451127
2025-06-22 03:00:00,M02,Day,123,0,31,100.0
2025-06-22 04:00:00,M04,Day,137,5,6,96.35036496350365
2025-06-22 05:00:00,M02,Night,134,7,18,94.77611940298507
2025-06-22 06:00:00,M01,Night,60,6,6,90.0
2025-06-22 07:00:00,M02,Night,140,1,4,99.28571428571429
2025-06-22 08:00:00,M02,Night,193,6,57,96.89119170984456
2025-06-22 09:00:00,M03,Day,176,5,39,97.1590909090909
2025-06-22 10:00:00,M04,Night,162,4,20,97.53086419753086
2025-06-22 11:00:00,M03,Night,129,3,47,97.67441860465115
2025-06-22 12:00:00,M03,Night,56,0,47,100.0
2025-06-22 13:00:00,M03,Day,65,1,50,98.46153846153847
2025-06-22 14:00:00,M03,Day,65,6,56,90.76923076923077
2025-06-22 15:00:00,M03,Night,61,9,46,85.24590163934425
2025-06-22 16:00:00,M02,Day,84,2,6,97.61904761904762
2025-06-22 17:00:00,M03,Day,70,4,36,94.28571428571428
2025-06-22 18:00:00,M03,Day,66,7,22,89.39393939393939
2025-06-22 19:00:00,M04,Night,81,7,10,91.35802469135803
2025-06-22 20:00:00,M01,Night,90,5,9,94.44444444444444
2025-06-22 21:00:00,M02,Day,183,4,56,97.81420765027322
2025-06-22 22:00:00,M02,Night,76,1,20,98.68421052631578
2025-06-22 23:00:00,M02,Night,197,8,54,95.93908629441624
2025-06-23 00:00:00,M03,Day,115,0,58,100.0
2025-06-23 01:00:00,M03,Day,186,1,40,99.46236559139786
2025-06-23 02:00:00,M03,Night,141,0,32,100.0
2025-06-23 03:00:00,M04,Day,110,3,19,97.27272727272728
2025-06-23 04:00:00,M01,Night,52,3,32,94.23076923076923
2025-06-23 05:00:00,M03,Night,152,4,39,97.36842105263158
2025-06-23 06:00:00,M01,Day,104,4,34,96.15384615384616
2025-06-23 07:00:00,M04,Night,50,7,33,86.0
2025-06-23 08:00:00,M02,Night,150,2,35,98.66666666666667
2025-06-23 09:00:00,M03,Day,94,5,26,94.68085106382979
2025-06-23 10:00:00,M01,Day,75,2,18,97.33333333333334
2025-06-23 11:00:00,M01,Day,170,1,42,99.41176470588235
2025-06-23 12:00:00,M03,Night,191,7,4,96.33507853403141
2025-06-23 13:00:00,M02,Day,95,0,28,100.0
2025-06-23 14:00:00,M02,Day,171,8,55,95.32163742690058
2025-06-23 15:00:00,M02,Day,80,6,9,92.5
2025-06-23 16:00:00,M04,Day,108,9,55,91.66666666666666
2025-06-23 17:00:00,M01,Night,78,3,58,96.15384615384616
2025-06-23 18:00:00,M01,Night,155,2,54,98.70967741935483
2025-06-23 19:00:00,M01,Day,66,5,39,92.42424242424242
2025-06-23 20:00:00,M04,Night,191,8,12,95.81151832460732
2025-06-23 21:00:00,M01,Day,73,8,28,89.04109589041096
2025-06-23 22:00:00,M04,Day,158,3,4,98.10126582278481
2025-06-23 23:00:00,M02,Night,140,9,57,93.57142857142857
2025-06-24 00:00:00,M03,Night,74,4,57,94.5945945945946
2025-06-24 01:00:00,M01,Day,81,8,58,90.12345679012346
2025-06-24 02:00:00,M01,Day,165,1,11,99.39393939393939
2025-06-24 03:00:00,M02,Night,131,1,58,99.23664122137404
2025-06-24 04:00:00,M03,Day,159,4,12,97.48427672955975
2025-06-24 05:00:00,M04,Night,195,0,21,100.0
2025-06-24 06:00:00,M03,Day,86,7,39,91.86046511627907
2025-06-24 07:00:00,M02,Day,75,4,14,94.66666666666667
2025-06-24 08:00:00,M02,Night,186,9,12,95.16129032258065
2025-06-24 09:00:00,M03,Night,113,1,0,99.11504424778761
2025-06-24 10:00:00,M04,Night,121,8,53,93.38842975206612
2025-06-24 11:00:00,M04,Night,197,1,37,99.49238578680203
2025-06-24 12:00:00,M01,Night,155,6,42,96.12903225806451
2025-06-24 13:00:00,M04,Night,135,7,44,94.81481481481482
2025-06-24 14:00:00,M03,Night,102,5,52,95.09803921568627
2025-06-24 15:00:00,M02,Day,141,6,51,95.74468085106383
2025-06-24 16:00:00,M01,Day,148,0,0,100.0
2025-06-24 17:00:00,M01,Day,60,3,10,95.0
2025-06-24 18:00:00,M02,Night,80,6,57,92.5
2025-06-24 19:00:00,M04,Night,149,0,42,100.0
2025-06-24 20:00:00,M02,Night,136,0,39,100.0
2025-06-24 21:00:00,M04,Day,196,5,21,97.44897959183673
2025-06-24 22:00:00,M02,Night,189,3,34,98.4126984126984
2025-06-24 23:00:00,M03,Night,64,2,59,96.875
2025-06-25 00:00:00,M04,Day,150,4,50,97.33333333333334
2025-06-25 01:00:00,M03,Night,78,8,43,89.74358974358975
2025-06-25 02:00:00,M01,Day,163,9,5,94.47852760736197
2025-06-25 03:00:00,M02,Day,156,9,27,94.23076923076923
2025-06-25 04:00:00,M01,Night,157,9,30,94.26751592356688
2025-06-25 05:00:00,M01,Night,179,2,54,98.88268156424581
2025-06-25 06:00:00,M01,Night,133,4,7,96.99248120300751
2025-06-25 07:00:00,M01,Day,64,9,4,85.9375
2025-06-25 08:00:00,M02,Day,181,4,41,97.79005524861878
2025-06-25 09:00:00,M01,Day,99,8,53,91.91919191919192
2025-06-25 10:00:00,M02,Night,72,9,47,87.5
2025-06-25 11:00:00,M02,Night,108,3,43,97.22222222222221
2025-06-25 12:00:00,M03,Night,139,0,16,100.0
2025-06-25 13:00:00,M04,Night,164,9,37,94.51219512195121
2025-06-25 14:00:00,M04,Day,124,4,8,96.7741935483871
2025-06-25 15:00:00,M02,Day,172,0,9,100.0
2025-06-25 16:00:00,M03,Day,185,5,19,97.2972972972973
2025-06-25 17:00:00,M02,Day,188,9,13,95.2127659574468
2025-06-25 18:00:00,M02,Night,67,9,13,86.56716417910447
2025-06-25 19:00:00,M02,Night,99,6,25,93.93939393939394
2025-06-25 20:00:00,M03,Night,191,0,28,100.0
2025-06-25 21:00:00,M04,Day,167,9,48,94.61077844311377
2025-06-25 22:00:00,M03,Day,186,3,26,98.38709677419355
2025-06-25 23:00:00,M01,Night,188,8,24,95.74468085106383
2025-06-26 00:00:00,M03,Night,157,0,15,100.0
2025-06-26 01:00:00,M03,Day,116,8,35,93.10344827586206
2025-06-26 02:00:00,M03,Night,127,7,33,94.48818897637796
2025-06-26 03:00:00,M03,Day,124,4,15,96.7741935483871
2025-06-26 04:00:00,M04,Day,88,5,32,94.31818181818183
2025-06-26 05:00:00,M01,Day,74,6,2,91.8918918918919
2025-06-26 06:00:00,M04,Night,70,3,22,95.71428571428572
2025-06-26 07:00:00,M04,Night,187,5,10,97.32620320855615
2025-06-26 08:00:00,M03,Day,64,6,47,90.625
2025-06-26 09:00:00,M02,Night,97,5,57,94.84536082474226
2025-06-26 10:00:00,M02,Day,135,5,17,96.29629629629629
2025-06-26 11:00:00,M04,Day,198,1,46,99.4949494949495
2025-06-26 12:00:00,M04,Day,165,4,40,97.57575757575758
2025-06-26 13:00:00,M03,Day,99,2,43,97.97979797979798
2025-06-26 14:00:00,M04,Night,190,6,28,96.84210526315789
2025-06-26 15:00:00,M03,Day,118,3,58,97.45762711864407
2025-06-26 16:00:00,M02,Day,53,0,49,100.0
2025-06-26 17:00:00,M02,Night,127,5,4,96.06299212598425
2025-06-26 18:00:00,M01,Day,58,5,23,91.37931034482759
2025-06-26 19:00:00,M02,Day,170,6,28,96.47058823529412
2025-06-26 20:00:00,M04,Night,164,7,28,95.73170731707317
2025-06-26 21:00:00,M02,Night,150,2,59,98.66666666666667
2025-06-26 22:00:00,M03,Night,198,5,25,97.47474747474747
2025-06-26 23:00:00,M02,Day,195,9,39,95.38461538461539
2025-06-27 00:00:00,M01,Night,146,1,2,99.31506849315068
2025-06-27 01:00:00,M02,Night,130,8,1,93.84615384615384
2025-06-27 02:00:00,M03,Day,92,1,24,98.91304347826086
2025-06-27 03:00:00,M03,Day,144,2,18,98.61111111111111
2025-06-27 04:00:00,M04,Day,55,9,39,83.63636363636363
2025-06-27 05:00:00,M02,Day,116,1,1,99.13793103448276
2025-06-27 06:00:00,M03,Day,189,8,18,95.76719576719577
2025-06-27 07:00:00,M01,Night,149,0,0,100.0
2025-06-27 08:00:00,M04,Night,61,4,26,93.44262295081968
2025-06-27 09:00:00,M01,Night,115,0,53,100.0
2025-06-27 10:00:00,M02,Day,51,4,44,92.15686274509804
2025-06-27 11:00:00,M02,Day,192,7,54,96.35416666666666
2025-06-27 12:00:00,M02,Day,130,7,51,94.61538461538461
2025-06-27 13:00:00,M04,Night,184,7,48,96.19565217391305
